Sport,Zone,Session Code,Date,Games Day,Session Description,Start Time,End Time
Beach Volleyball,Long Beach,VBV32,"Tuesday, July 25",11,Men's Quarterfinal Women's Quarterfinal,13:00,15:00
Beach Volleyball,Long Beach,VBV33,"Tuesday, July 25",11,Men's Quarterfinal Women's Quarterfinal,20:00,22:00
Beach Volleyball,Long Beach,VBV34,"Wednesday, July 26",12,Men's Quarterfinal Women's Quarterfinal,13:00,15:00
Beach Volleyball,Long Beach,VBV35,"Wednesday, July 26",12,Men's Quarterfinal Women's Quarterfinal,20:00,22:00
Beach Volleyball,Long Beach,VBV36,"Thursday, July 27",13,Men's Semifinal Women's Semifinal,13:00,15:00
Beach Volleyball,Long Beach,VBV37,"Thursday, July 27",13,Men's Semifinal Women's Semifinal,20:00,22:00
Beach Volleyball,Long Beach,VBV38,"Friday, July 28",14,Women's Bronze Medal Match Women's Gold Medal Match,15:30,18:30
Beach Volleyball,Long Beach,VBV39,"Saturday, July 29",15,Men's Bronze Medal Match Men's Gold Medal match,19:00,22:00
BMX Freestyle,Valley,BMF01,"Friday, July 28",14,Men's Park Qualification Women's Park Qualification,10:30,13:30
BMX Freestyle,Valley,BMF02,"Saturday, July 29",15,Men's Park Final Women's Park Final,10:30,13:50
BMX Racing,Valley,BMX01,"Saturday, July 15",1,Men's Quarterfinal Women's Quarterfinal Men's Last Chance Women's Last Chance,10:30,12:50
BMX Racing,Valley,BMX02,"Sunday, July 16",2,Men's Semifinal Women's Semifinal Men's Final Women's Final,10:30,13:00
Boxing - Preliminary Stages,DTLA,BOX01,"Saturday, July 15",1,Women's 54kg Round of 32 Women's 60kg Round of 32 Women's 65kg Round of 32 Men's 55kg Round of 32 Men's 65kg Round of 32 Men's +90kg Round of 16,12:00,14:30
Boxing - Preliminary Stages,DTLA,BOX02,"Saturday, July 15",1,Women's 54kg Round of 32 Women's 60kg Round of 32 Women's 65kg Round of 32 Men's 55kg Round of 32 Men's 65kg Round of 32 Men's +90kg Round of 16,19:00,21:30
Boxing - Preliminary Stages,DTLA,BOX03,"Sunday, July 16",2,Women's 51kg Round of 32 Women's 70kg Round of 16 Men's 60kg Round of 32 Men's 70kg Round of 32 Men's 90kg Round of 16,12:00,15:00
Boxing - Preliminary Stages,DTLA,BOX04,"Sunday, July 16",2,Women's 51kg Round of 32 Women's 70kg Round of 16 Men's 60kg Round of 32 Men's 70kg Round of 32 Men's 90kg Round of 16,19:00,22:00
Boxing - Preliminary Stages,DTLA,BOX05,"Monday, July 17",3,Women's 60kg Round of 16 Men's 55kg Round of 16 Men's 65kg Round of 16,12:00,15:00
Boxing - Preliminary Stages,DTLA,BOX06,"Monday, July 17",3,Women's 60kg Round of 16 Men's 55kg Round of 16 Men's 65kg Round of 16,19:00,22:00
Boxing - Preliminary Stages,DTLA,BOX07,"Tuesday, July 18",4,Women's 54kg Round of 16 Women's 57kg Round of 32 Men's 80kg Round of 16 Men's +90kg Quarterfinal,12:00,15:00
Boxing - Preliminary Stages,DTLA,BOX08,"Tuesday, July 18",4,Women's 54kg Round of 16 Women's 57kg Round of 32 Men's 80kg Round of 16 Men's +90kg Quarterfinal,19:00,22:00
Boxing - Preliminary Stages,DTLA,BOX09,"Wednesday, July 19",5,Women's 60kg Quarterfinal Women's 70kg Quarterfinal Men's 60kg Round of 16 Men's 70kg Round of 16,12:00,15:00
Boxing - Preliminary Stages,DTLA,BOX10,"Wednesday, July 19",5,Women's 60kg Quarterfinal Women's 70kg Quarterfinal Men's 60kg Round of 16 Men's 70kg Round of 16,19:00,22:00
Boxing - Preliminary Stages,DTLA,BOX11,"Thursday, July 20",6,Women's 51kg Round of 16 Women's 65kg Round of 16 Men's 65kg Quarterfinal Men's 90kg Quarterfinal,12:00,15:00
Boxing - Preliminary Stages,DTLA,BOX12,"Thursday, July 20",6,Women's 51kg Round of 16 Women's 65kg Round of 16 Men's 65kg Quarterfinal Men's 90kg Quarterfinal,19:00,22:00
Boxing - Preliminary Stages,DTLA,BOX13,"Friday, July 21",7,Women's 57kg Round of 16 Women's 75kg Round of 16 Men's 55kg Quarterfinal Men's 80kg Quarterfinal,12:00,15:00
Boxing - Preliminary Stages,DTLA,BOX14,"Friday, July 21",7,Women's 57kg Round of 16 Women's 75kg Round of 16 Men's 55kg Quarterfinal Men's 80kg Quarterfinal,19:00,22:00
Boxing - Preliminary Stages,DTLA,BOX15,"Saturday, July 22",8,Women's 51kg Quarterfinal Women's 54kg Quarterfinal Women's 65kg Quarterfinal Women's 70kg Semifinal Men's 60kg Quarterfinal Men's 70kg Quarterfinal Men's +90kg Semifinal,12:00,15:00
Boxing - Preliminary Stages,DTLA,BOX16,"Saturday, July 22",8,Women's 51kg Quarterfinal Women's 54kg Quarterfinal Women's 65kg Quarterfinal Women's 70kg Semifinal Men's 60kg Quarterfinal Men's 70kg Quarterfinal Men's +90kg Semifinal,19:00,22:00
Boxing - Preliminary Stages,DTLA,BOX17,"Sunday, July 23",9,Women's 57kg Quarterfinal Women's 75kg Quarterfinal Men's 55kg Semifinal,12:00,14:30
Boxing - Final Stages,DTLA,BOX18,"Thursday, July 27",13,Women's 51kg Semifinal Women's 65kg Semifinal Women's 70kg Final Men's 90kg Semifinal,12:00,14:00
Boxing - Final Stages,DTLA,BOX19,"Thursday, July 27",13,Women's 54kg Semifinal Men's 55kg Final Men's 70kg Semifinal Men's 80kg Semifinal,18:00,20:00
Boxing - Final Stages,DTLA,BOX20,"Friday, July 28",14,Women's 60kg Semifinal Men's 60kg Semifinal Men's +90kg Final,12:00,13:30
Boxing - Final Stages,DTLA,BOX21,"Friday, July 28",14,Women's 51kg Final Women's 75kg Semifinal Men's 65kg Semifinal,18:00,19:30
Boxing - Final Stages,DTLA,BOX22,"Saturday, July 29",15,Women's 57kg Semifinal Women's 65kg Final Men's 90kg Final,12:00,13:30
Boxing - Final Stages,DTLA,BOX23,"Saturday, July 29",15,Women's 54kg Final Women's 60kg Final Men's 60kg Final Men's 80kg Final,18:00,20:00
Boxing - Final Stages,DTLA,BOX24,"Sunday, July 30",16,Women's 57kg Final Women's 75kg Final Men's 65kg Final Men's 70kg Final,12:00,14:00
Canoe Slalom,OKC,CSL01,"Friday, July 14",0,Men's Kayak Single Heats - 1st and 2nd Run Women's Kayak Single Heats - 1st and 2nd Run,9:00 OKC Local Time (CT),12:10 OKC Local Time (CT)
Canoe Slalom,OKC,CSL02,"Saturday, July 15",1,Women's Kayak Single Semifinal Women's Kayak Single Final,10:00 OKC Local Time (CT),13:10 OKC Local Time (CT)
Canoe Slalom,OKC,CSL03,"Sunday, July 16",2,Men's Kayak Single Semifinal Men's Kayak Single Final,9:00 OKC Local Time (CT),12:10 OKC Local Time (CT)
Canoe Slalom,OKC,CSL04,"Monday, July 17",3,Men's Canoe Single Heats - 1st and 2nd Run Women's Canoe Single Heats - 1st and 2nd Run,9:00 OKC Local Time (CT),11:35 OKC Local Time (CT)
Canoe Slalom,OKC,CSL05,"Tuesday, July 18",4,Women's Canoe Single Semifinal Women's Canoe Single Final,9:00 OKC Local Time (CT),12:10 OKC Local Time (CT)
Canoe Slalom,OKC,CSL06,"Wednesday, July 19",5,Men's Canoe Single Semifinal Men's Canoe Single Final,9:00 OKC Local Time (CT),12:10 OKC Local Time (CT)
Canoe Slalom,OKC,CSL07,"Thursday, July 20",6,Women's Kayak Cross Round 1 Men's Kayak Cross Round 1 Women's Kayak Cross Repechage Men's Kayak Cross Repechage,9:00 OKC Local Time (CT),12:05 OKC Local Time (CT)
Canoe Slalom,OKC,CSL08,"Friday, July 21",7,Men's Kayak Cross Heats Women's Kayak Cross Heats,9:00 OKC Local Time (CT),11:00 OKC Local Time (CT)
Canoe Slalom,OKC,CSL09,"Saturday, July 22",8,Women's Kayak Cross Quarterfinal Men's Kayak Cross Quarterfinal Women's Kayak Cross Semifinal Men's Kayak Cross Semifinal Women's Kayak Cross Final Men's Kayak Cross Final,9:00 OKC Local Time (CT),11:20 OKC Local Time (CT)
Canoe Sprint,Long Beach,CSP01,"Tuesday, July 25",11,Men's Kayak Double 500m Heats Women's Kayak Double 500m Heats Men's Canoe Single 1000m Heats Women's Canoe Single 200m Heats Men's Kayak Double 500m Quarterfinal Women's Kayak Double 500m Quarterfinal Men's Canoe Single 1000m Quarterfinal Women's Canoe Single 200m Quarterfinal,9:00,12:30
Canoe Sprint,Long Beach,CSP02,"Wednesday, July 26",12,Men's Kayak Double 500m Semifinal Women's Kayak Double 500m Semifinal Men's Canoe Single 1000m Semifinal Men's Kayak Double 500m Final B Women's Kayak Double 500m Final B Men's Kayak Double 500m Final A Women's Kayak Double 500m Final A Men's Canoe Single 1000m Final B Men's Canoe Single 1000m Final A,9:00,12:40
Canoe Sprint,Long Beach,CSP03,"Thursday, July 27",13,Men's Kayak Four 500m Heats Women's Kayak Four 500m Heats Women's Canoe Double 500m Heats Men's Canoe Double 500m Heats Men's Kayak Single 1000m Heats Women's Kayak Single 500m Heats Men's Kayak Four 500m Quarterfinal Men's Canoe Double 500m Quarterfinal Women's Canoe Double 500m Quarterfinal Women's Kayak Four 500m Quarterfinal Men's Kayak Single 1000m Quarterfinal Women's Kayak Single 500m Quarterfinal,9:00,13:30
Canoe Sprint,Long Beach,CSP04,"Friday, July 28",14,Women's Kayak Single 500m Semifinal Women's Canoe Double 500m Semifinal Men's Kayak Single 1000m Semifinal Women's Kayak Single 500m Final C Women's Kayak Single 500m Final B Women's Canoe Double 500m Final B Women's Kayak Single 500m Final A Women's Canoe Double 500m Final A Men's Kayak Single 1000m Final B Men's Kayak Single 1000m Final A,9:00,12:40
Canoe Sprint,Long Beach,CSP05,"Saturday, July 29",15,Women's Canoe Single 200m Semifinal Men's Canoe Double 500m Semifinal Women's Kayak Four 500m Semifinal Men's Kayak Four 500m Semifinal Women's Canoe Single 200m Final B Men's Canoe Double 500m Final B Women's Canoe Single 200m Final A Men's Canoe Double 500m Final A Women's Kayak Four 500m Final A Men's Kayak Four 500m Final A,9:00,12:55
Climbing,Long Beach,CLB01,"Monday, July 24",10,Men's Boulder Semifinal,9:30,11:40
Climbing,Long Beach,CLB02,"Monday, July 24",10,Men's Speed Qualification Women's Speed Qualification,13:45,15:25
Climbing,Long Beach,CLB03,"Tuesday, July 25",11,Women's Boulder Semifinal,9:15,11:25
Climbing,Long Beach,CLB04,"Tuesday, July 25",11,Men's Lead Semifinal,18:45,20:00
Climbing,Long Beach,CLB05,"Wednesday, July 26",12,Men's Speed Quarterfinal Women's Speed Quarterfinal Men's Speed Semifinal Women's Speed Semifinal Men's Speed Final Women's Speed Final,9:00,10:30
Climbing,Long Beach,CLB06,"Wednesday, July 26",12,Women's Lead Semifinal,18:45,20:00
Climbing,Long Beach,CLB07,"Thursday, July 27",13,Men's Boulder Final,9:00,10:55
Climbing,Long Beach,CLB08,"Friday, July 28",14,Women's Boulder Final,9:00,10:55
Climbing,Long Beach,CLB09,"Friday, July 28",14,Men's Lead Final,13:45,15:00
Climbing,Long Beach,CLB10,"Saturday, July 29",15,Women's Lead Final,9:30,10:45
Cricket,Pomona,CKT01,"Wednesday, July 12",-2,Women's Group Stage First Round,9:00,12:30
Cricket,Pomona,CKT02,"Wednesday, July 12",-2,Women's Group Stage First Round,18:00,21:30
Cricket,Pomona,CKT03,"Thursday, July 13",-1,Women's Group Stage First Round,9:00,12:30
Cricket,Pomona,CKT04,"Thursday, July 13",-1,Women's Group Stage First Round,18:00,21:30
Cricket,Pomona,CKT05,"Saturday, July 15",1,Women's Group Stage First Round,9:00,12:30
Cricket,Pomona,CKT06,"Saturday, July 15",1,Women's Group Stage First Round,18:00,21:30
Cricket,Pomona,CKT07,"Sunday, July 16",2,Women's Group Stage Second Round,9:00,12:30
Cricket,Pomona,CKT08,"Sunday, July 16",2,Women's Group Stage Second Round,18:00,21:30
Cricket,Pomona,CKT09,"Monday, July 17",3,Women's Group Stage Second Round,9:00,12:30
Cricket,Pomona,CKT10,"Monday, July 17",3,Women's Group Stage Second Round,18:00,21:30
Cricket,Pomona,CKT11,"Tuesday, July 18",4,Women's Group Stage Second Round,9:00,12:30
Cricket,Pomona,CKT12,"Tuesday, July 18",4,Women's Group Stage Second Round,18:00,21:30
Cricket,Pomona,CKT13,"Wednesday, July 19",5,Women's Bronze Medal Match,9:00,12:30
Cricket,Pomona,CKT14,"Thursday, July 20",6,Women's Gold Medal Match,9:00,13:00
Cricket,Pomona,CKT15,"Saturday, July 22",8,Men's Group Stage First Round,9:00,12:30
Cricket,Pomona,CKT16,"Saturday, July 22",8,Men's Group Stage First Round,18:00,21:30
Cricket,Pomona,CKT17,"Sunday, July 23",9,Men's Group Stage First Round,9:00,12:30
Cricket,Pomona,CKT18,"Sunday, July 23",9,Men's Group Stage First Round,18:00,21:30
Cricket,Pomona,CKT19,"Monday, July 24",10,Men's Group Stage First Round,9:00,12:30
Cricket,Pomona,CKT20,"Monday, July 24",10,Men's Group Stage First Round,18:00,21:30
Cricket,Pomona,CKT21,"Tuesday, July 25",11,Men's Group Stage Second Round,9:00,12:30
Cricket,Pomona,CKT22,"Tuesday, July 25",11,Men's Group Stage Second Round,18:00,21:30
Cricket,Pomona,CKT23,"Wednesday, July 26",12,Men's Group Stage Second Round,9:00,12:30
Cricket,Pomona,CKT24,"Wednesday, July 26",12,Men's Group Stage Second Round,18:00,21:30
Cricket,Pomona,CKT25,"Thursday, July 27",13,Men's Group Stage Second Round,9:00,12:30
Cricket,Pomona,CKT26,"Thursday, July 27",13,Men's Group Stage Second Round,18:00,21:30
Cricket,Pomona,CKT27,"Friday, July 28",14,Men's Bronze Medal Match,9:00,12:30
Cricket,Pomona,CKT28,"Saturday, July 29",15,Men's Gold Medal Match,9:00,13:00
Cycling Road (Time Trial),TBD,CRD01,"Wednesday, July 19",5,Men's Individual Time Trial Women's Individual Time Trial,10:30,14:35
Cycling Road (Road Race),Venice,CRD02,"Saturday, July 22",8,Women's Road Race,11:30,16:15
Cycling Road (Road Race),Venice,CRD03,"Sunday, July 23",9,Men's Road Race,9:00,16:15
Cycling Track,Carson,CTR01,"Tuesday, July 25",11,Men's Team Sprint Qualifying Women's Team Sprint Qualifying,9:00,10:00
Cycling Track,Carson,CTR02,"Tuesday, July 25",11,Men's Team Sprint First Round Women's Team Sprint First Round Men's Team Pursuit Qualifying Men's Team Sprint Final Women's Team Sprint Final,12:00,15:00
Cycling Track,Carson,CTR03,"Wednesday, July 26",12,Women's Team Pursuit Qualifying Men's Team Pursuit First Round Women's Keirin First Round Men's Sprint Qualifying Women's Keirin Repechage,8:45,12:15
Cycling Track,Carson,CTR04,"Wednesday, July 26",12,Men's Sprint 1/32 Final Men's Team Pursuit Final Men's Sprint 1/32 Final Repechage Women's Keirin Quarterfinal Men's Sprint 1/16 Final Men's Sprint 1/16 Final Repechage,13:45,16:45
Cycling Track,Carson,CTR05,"Thursday, July 27",13,Women's Team Pursuit First Round Men's Omnium Scratch Race 1/4 Men's Sprint 1/8 Final Men's Omnium Tempo Race 2/4 Men's Sprint 1/8 Final Repechage Women's Keirin Semifinal Men's Sprint Quarterfinal Race 1 Men's Omnium Elimination Race 3/4 Women's Keirin Final 7-12 Women's Keirin Final 1-6 Men's Sprint Quarterfinal Race 2 Women's Team Pursuit Final Men's Sprint Quarterfinal Decider Men's Omnium Points Race 4/4 Men's Sprint Final for Places 5-8,11:00,16:05
Cycling Track,Carson,CTR06,"Friday, July 28",14,Women's Sprint Qualifying Men's Sprint Semifinal Race 1 Women's Sprint 1/32 Final Men's Sprint Semifinal Race 2 Women's Sprint 1/32 Final Repechage Men's Sprint Semifinal Decider,9:00,11:20
Cycling Track,Carson,CTR07,"Friday, July 28",14,Men's Sprint Final Race 1 Women's Madison Final Men's Sprint Final Race 2 Women's Sprint 1/16 Final Men's Sprint Final Decider Women's Sprint 1/16 Final Repechage,13:00,15:15
Cycling Track,Carson,CTR08,"Saturday, July 29",15,Women's Sprint 1/8 Final Men's Keirin First Round Women's Sprint 1/8 Final Repechage Men's Madison Final Women's Sprint Quarterfinal Race 1 Men's Keirin Repechage Women's Sprint Quarterfinal Race 2 Women's Sprint Quarterfinal Decider Women's Sprint Final for Places 5-8,11:00,14:35
Cycling Track,Carson,CTR09,"Sunday, July 30",16,Women's Omnium Scratch Race 1/4 Women's Sprint Semifinal Race 1 Men's Keirin Quarterfinal Women's Sprint Semifinal Race 2 Women's Omnium Tempo Race 2/4 Women's Sprint Semifinal Decider Men's Keirin Semifinal Women's Sprint Final Race 1 Women's Omnium Elimination Race 3/4 Women's Sprint Final Race 2 Men's Keirin Final 7-12 Men's Keirin Final 1-6 Women's Sprint Final Decider Women's Omnium Points Race 4/4,8:45,12:35
Diving,Pasadena,DIV01,"Sunday, July 16",2,Women's 3m Springboard Preliminary,10:00,12:30
Diving,Pasadena,DIV02,"Monday, July 17",3,Women's 3m Springboard Semifinal,10:00,12:00
Diving,Pasadena,DIV03,"Monday, July 17",3,Women's 3m Springboard Final,15:30,16:45
Diving,Pasadena,DIV04,"Tuesday, July 18",4,Men's 3m Springboard Preliminary,10:00,12:30
Diving,Pasadena,DIV05,"Tuesday, July 18",4,Men's 3m Springboard Semifinal,15:30,17:30
Diving,Pasadena,DIV06,"Wednesday, July 19",5,Men's 3m Springboard Final,15:30,16:45
Diving,Pasadena,DIV07,"Thursday, July 20",6,Women's 10m Platform Preliminary,10:00,12:30
Diving,Pasadena,DIV08,"Thursday, July 20",6,Women's 10m Platform Semifinal,15:30,17:30
Diving,Pasadena,DIV09,"Friday, July 21",7,Men's 10m Platform Preliminary,10:00,12:30
Diving,Pasadena,DIV10,"Friday, July 21",7,Women's 10m Platform Final,15:30,16:45
Diving,Pasadena,DIV11,"Saturday, July 22",8,Men's 10m Platform Semifinal,10:00,12:00
Diving,Pasadena,DIV12,"Saturday, July 22",8,Men's 10m Platform Final,15:30,16:45
Diving,Pasadena,DIV13,"Tuesday, July 25",11,Women's Synchronized 3m Springboard Final,11:30,12:30
Diving,Pasadena,DIV14,"Wednesday, July 26",12,Men's Synchronized 3m Springboard Final,14:00,15:00
Diving,Pasadena,DIV15,"Thursday, July 27",13,Women's Synchronized 10m Platform Final,14:00,15:00
Diving,Pasadena,DIV16,"Friday, July 28",14,Men's Synchronized 10m Platform Final,16:00,17:00
Equestrian,Arcadia,EQU01,"Saturday, July 15",1,"Eventing Dressage Team & Individual - Day 1, Session 1",9:00,11:30
Equestrian,Arcadia,EQU02,"Saturday, July 15",1,"Eventing Dressage Team & Individual - Day 1, Session 2",16:30,19:00
Equestrian,Arcadia,EQU03,"Sunday, July 16",2,"Eventing Dressage Team & Individual - Day 2, Session 1",9:00,11:30
Equestrian,Arcadia,EQU04,"Monday, July 17",3,Eventing Cross Country Team & Individual,8:00,11:30
Equestrian,Arcadia,EQU05,"Tuesday, July 18",4,Eventing Jumping Team Final Eventing Jumping Individual Final,16:30,22:00
Equestrian,Arcadia,EQU06,"Thursday, July 20",6,"Dressage Grand Prix Team & Individual Qualifier - Day 1, Session 1",9:00,11:45
Equestrian,Arcadia,EQU07,"Thursday, July 20",6,"Dressage Grand Prix Team & Individual Qualifier - Day 1, Session 2",16:15,19:00
Equestrian,Arcadia,EQU08,"Friday, July 21",7,"Dressage Grand Prix Team & Individual Qualifier - Day 2, Session 1",9:00,11:45
Equestrian,Arcadia,EQU09,"Friday, July 21",7,"Dressage Grand Prix Team & Individual Qualifier - Day 2, Session 2",16:15,19:00
Equestrian,Arcadia,EQU10,"Saturday, July 22",8,Dressage Grand Prix Special Team Final - Session 1,9:00,11:45
Equestrian,Arcadia,EQU11,"Saturday, July 22",8,Dressage Grand Prix Special Team Final - Session 2,16:15,19:00
Equestrian,Arcadia,EQU12,"Monday, July 24",10,Dressage Grand Prix Freestyle Individual Final,8:30,12:00
Equestrian,Arcadia,EQU13,"Tuesday, July 25",11,Jumping Team Qualifier,9:00,12:00
Equestrian,Arcadia,EQU14,"Wednesday, July 26",12,Jumping Team Final,9:00,11:10
Equestrian,Arcadia,EQU15,"Friday, July 28",14,Jumping Individual Qualifier,8:00,12:00
Equestrian,Arcadia,EQU16,"Saturday, July 29",15,Jumping Individual Final,9:00,11:00
Fencing,DTLA,FEN01,"Saturday, July 15",1,Women's Épée Individual Table of 64 Men's Sabre Individual Table of 64 Women's Épée Individual Table of 32 Men's Sabre Individual Table of 32 Women's Épée Individual Table of 16 Men's Sabre Individual Table of 16 Women's Épée Individual Table of 8 Men's Sabre Individual Table of 8,9:00,15:40
Fencing,DTLA,FEN02,"Saturday, July 15",1,Women's Épée Individual Semifinal Men's Sabre Individual Semifinal Women's Épée Individual Bronze Medal Bout Men's Sabre Individual Bronze Medal Bout Women's Épée Individual Gold Medal Bout Men's Sabre Individual Gold Medal Bout,18:30,22:20
Fencing,DTLA,FEN03,"Sunday, July 16",2,Men's Épée Individual Table of 64 Women's Foil Individual Table of 64 Men's Épée Individual Table of 32 Women's Foil Individual Table of 32 Men's Épée Individual Table of 16 Women's Foil Individual Table of 16 Men's Épée Individual Table of 8 Women's Foil Individual Table of 8,9:00,16:20
Fencing,DTLA,FEN04,"Sunday, July 16",2,Men's Épée Individual Semifinal Women's Foil Individual Semifinal Men's Épée Individual Bronze Medal Bout Women's Foil Individual Bronze Medal Bout Men's Épée Individual Gold Medal Bout Women's Foil Individual Gold Medal Bout,18:30,22:40
Fencing,DTLA,FEN05,"Monday, July 17",3,Women's Sabre Individual Table of 64 Men's Foil Individual Table of 64 Women's Sabre Individual Table of 32 Men's Foil Individual Table of 32 Women's Sabre Individual Table of 16 Men's Foil Individual Table of 16 Women's Sabre Individual Table of 8 Men's Foil Individual Table of 8,9:00,16:20
Fencing,DTLA,FEN06,"Monday, July 17",3,Women's Sabre Individual Semifinal Men's Foil Individual Semifinal Women's Sabre Individual Bronze Medal Bout Men's Foil Individual Bronze Medal Bout Women's Sabre Individual Gold Medal Bout Men's Foil Individual Gold Medal Bout,18:30,22:40
Fencing,DTLA,FEN07,"Tuesday, July 18",4,Women's Épée Team Table of 8 Women's Épée Team Classification 5-8 Women's Épée Team Semifinal Women's Épée Team Placement 7-8 Women's Épée Team Placement 5-6,9:00,14:30
Fencing,DTLA,FEN08,"Tuesday, July 18",4,Women's Épée Team Bronze Medal Match Women's Épée Team Gold Medal Match,17:30,19:40
Fencing,DTLA,FEN09,"Wednesday, July 19",5,Men's Sabre Team Table of 8 Men's Sabre Team Classification 5-8 Men's Sabre Team Semifinal Men's Sabre Team Placement 7-8 Men's Sabre Team Placement 5-6,9:00,14:30
Fencing,DTLA,FEN10,"Wednesday, July 19",5,Men's Sabre Team Bronze Medal Match Men's Sabre Team Gold Medal Match,17:30,19:40
Fencing,DTLA,FEN11,"Thursday, July 20",6,Men's Épée Team Table of 8 Men's Épée Team Classification 5-8 Men's Épée Team Semifinal Men's Épée Team Placement 7-8 Men's Épée Team Placement 5-6,9:00,16:10
Fencing,DTLA,FEN12,"Thursday, July 20",6,Men's Épée Team Bronze Medal Match Men's Épée Team Gold Medal Match,18:30,21:40
Fencing,DTLA,FEN13,"Friday, July 21",7,Women's Foil Team Table of 8 Women's Foil Team Classification 5-8 Women's Foil Team Semifinal Women's Foil Team Placement 7-8 Women's Foil Team Placement 5-6,9:00,14:30
Fencing,DTLA,FEN14,"Friday, July 21",7,Women's Foil Team Bronze Medal Match Women's Foil Team Gold Medal Match,18:30,21:20
Fencing,DTLA,FEN15,"Saturday, July 22",8,Men's Foil Team Table of 8 Men's Foil Team Classification 5-8 Men's Foil Team Semifinal Men's Foil Team Placement 7-8 Men's Foil Team Placement 5-6,9:00,14:30
Fencing,DTLA,FEN16,"Saturday, July 22",8,Men's Foil Team Bronze Medal Match Men's Foil Team Gold Medal Match,18:30,21:20
Fencing,DTLA,FEN17,"Sunday, July 23",9,Women's Sabre Team Table of 8 Women's Sabre Team Classification 5-8 Women's Sabre Team Semifinal Women's Sabre Team Placement 7-8 Women's Sabre Team Placement 5-6,9:00,16:10
Fencing,DTLA,FEN18,"Sunday, July 23",9,Women's Sabre Team Bronze Medal Match Women's Sabre Team Gold Medal Match,18:30,21:40
Flag Football,Exposition Park,FFB01,"Saturday, July 15",1,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park,FFB02,"Saturday, July 15",1,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park,FFB03,"Sunday, July 16",2,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park,FFB04,"Sunday, July 16",2,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park,FFB05,"Monday, July 17",3,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park,FFB06,"Monday, July 17",3,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park,FFB07,"Tuesday, July 18",4,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park,FFB08,"Tuesday, July 18",4,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park,FFB09,"Wednesday, July 19",5,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park,FFB10,"Wednesday, July 19",5,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park,FFB11,"Thursday, July 20",6,Men's Semifinal (2 Games),14:00,16:10
Flag Football,Exposition Park,FFB12,"Friday, July 21",7,Women's Semifinal (2 Games),13:30,15:40
Flag Football,Exposition Park,FFB13,"Friday, July 21",7,Men's Bronze Medal Game Men's Gold Medal Game,17:30,20:40
Flag Football,Exposition Park,FFB14,"Saturday, July 22",8,Women's Bronze Medal Game Women's Gold Medal Game,12:30,15:40
Football (Soccer),New York,FBL01,"Monday, July 10",-4,Men's Group Stage,TBD,TBD
Football (Soccer),New York,FBL02,"Monday, July 10",-4,Men's Group Stage,TBD,TBD
Football (Soccer),New York,FBL10,"Tuesday, July 11",-3,Women's Group Stage,TBD,TBD
Football (Soccer),New York,FBL15,"Thursday, July 13",-1,Men's Group Stage,TBD,TBD
Football (Soccer),New York,FBL16,"Thursday, July 13",-1,Men's Group Stage,TBD,TBD
Football (Soccer),New York,FBL24,"Friday, July 14",0,Women's Group Stage,TBD,TBD
Football (Soccer),New York,FBL29,"Sunday, July 16",2,Men's Group Stage,TBD,TBD
Football (Soccer),New York,FBL38,"Monday, July 17",3,Women's Group Stage,TBD,TBD
Football (Soccer),New York,FBL46,"Thursday, July 20",6,Men's Quarterfinal,TBD,TBD
Football (Soccer),Columbus,FBL03,"Monday, July 10",-4,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus,FBL04,"Monday, July 10",-4,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus,FBL09,"Tuesday, July 11",-3,Women's Group Stage,TBD,TBD
Football (Soccer),Columbus,FBL17,"Thursday, July 13",-1,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus,FBL18,"Thursday, July 13",-1,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus,FBL23,"Friday, July 14",0,Women's Group Stage,TBD,TBD
Football (Soccer),Columbus,FBL30,"Sunday, July 16",2,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus,FBL31,"Sunday, July 16",2,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus,FBL43,"Thursday, July 20",6,Men's Quarterfinal,TBD,TBD
Football (Soccer),Nashville,FBL05,"Monday, July 10",-4,Men's Group Stage,TBD,TBD
Football (Soccer),Nashville,FBL07,"Tuesday, July 11",-3,Women's Group Stage,TBD,TBD
Football (Soccer),Nashville,FBL20,"Thursday, July 13",-1,Men's Group Stage,TBD,TBD
Football (Soccer),Nashville,FBL21,"Friday, July 14",0,Women's Group Stage,TBD,TBD
