Sport,Zone,Session Code,Date,Games Day,Session Description,Start Time,End Time
Football (Soccer),Nashville,FBL32,"Sunday, July 16",2,Men's Group Stage,TBD,TBD
Football (Soccer),Nashville,FBL36,"Monday, July 17",3,Women's Group Stage,TBD,TBD
Football (Soccer),Nashville,FBL37,"Monday, July 17",3,Women's Group Stage,TBD,TBD
Football (Soccer),Nashville,FBL44,"Thursday, July 20",6,Men's Quarterfinal,TBD,TBD
Football (Soccer),Nashville,FBL48,"Friday, July 21",7,Women's Quarterfinal,TBD,TBD
Football (Soccer),St. Louis,FBL06,"Monday, July 10",-4,Men's Group Stage,TBD,TBD
Football (Soccer),St. Louis,FBL08,"Tuesday, July 11",-3,Women's Group Stage,TBD,TBD
Football (Soccer),St. Louis,FBL19,"Thursday, July 13",-1,Men's Group Stage,TBD,TBD
Football (Soccer),St. Louis,FBL22,"Friday, July 14",0,Women's Group Stage,TBD,TBD
Football (Soccer),St. Louis,FBL33,"Sunday, July 16",2,Men's Group Stage,TBD,TBD
Football (Soccer),St. Louis,FBL34,"Sunday, July 16",2,Men's Group Stage,TBD,TBD
Football (Soccer),St. Louis,FBL35,"Monday, July 17",3,Women's Group Stage,TBD,TBD
Football (Soccer),St. Louis,FBL45,"Thursday, July 20",6,Men's Quarterfinal,TBD,TBD
Football (Soccer),San José,FBL13,"Tuesday, July 11",-3,Women's Group Stage,TBD,TBD
Football (Soccer),San José,FBL14,"Tuesday, July 11",-3,Women's Group Stage,TBD,TBD
Football (Soccer),San José,FBL25,"Friday, July 14",0,Women's Group Stage,TBD,TBD
Football (Soccer),San José,FBL26,"Friday, July 14",0,Women's Group Stage,TBD,TBD
Football (Soccer),San José,FBL39,"Monday, July 17",3,Women's Group Stage,TBD,TBD
Football (Soccer),San José,FBL40,"Monday, July 17",3,Women's Group Stage,TBD,TBD
Football (Soccer),San José,FBL50,"Friday, July 21",7,Women's Quarterfinal,TBD,TBD
Football (Soccer),San Diego,FBL11,"Tuesday, July 11",-3,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego,FBL12,"Tuesday, July 11",-3,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego,FBL27,"Friday, July 14",0,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego,FBL28,"Friday, July 14",0,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego,FBL41,"Monday, July 17",3,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego,FBL42,"Monday, July 17",3,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego,FBL49,"Friday, July 21",7,Women's Quarterfinal,TBD,TBD
Football (Soccer),San Diego,FBL51,"Monday, July 24",10,Men's Semifinal,13:00,16:00
Football (Soccer),San Diego,FBL53,"Tuesday, July 25",11,Women's Semifinal,17:30,20:30
Football (Soccer),San Diego,FBL55,"Thursday, July 27",13,Men's Bronze Medal Match,18:00,21:00
Football (Soccer),San Diego,FBL56,"Friday, July 28",14,Women's Bronze Medal Match,13:00,16:00
Football (Soccer),Pasadena,FBL47,"Friday, July 21",7,Women's Quarterfinal,TBD,TBD
Football (Soccer),Pasadena,FBL52,"Monday, July 24",10,Men's Semifinal,20:30,23:30
Football (Soccer),Pasadena,FBL54,"Tuesday, July 25",11,Women's Semifinal,20:30,23:30
Football (Soccer),Pasadena,FBL57,"Friday, July 28",14,Men's Gold Medal Match,18:00,21:00
Football (Soccer),Pasadena,FBL58,"Saturday, July 29",15,Women's Gold Medal Match,12:30,15:30
Golf,Riviera,GLF01,"Wednesday, July 19",5,Men's Individual Stroke Play Round 1,9:00,18:00
Golf,Riviera,GLF02,"Thursday, July 20",6,Men's Individual Stroke Play Round 2,9:00,18:00
Golf,Riviera,GLF03,"Friday, July 21",7,Men's Individual Stroke Play Round 3,9:00,18:00
Golf,Riviera,GLF04,"Saturday, July 22",8,Men's Individual Stroke Play Round 4,9:00,18:30
Golf,Riviera,GLF05,"Sunday, July 23",9,Mixed Team Preliminary Round - Four-Ball (Best Ball),10:00,16:55
Golf,Riviera,GLF06,"Monday, July 24",10,Mixed Team Final Round - Foursomes (Alternate Shot),8:00,14:00
Golf,Riviera,GLF07,"Wednesday, July 26",12,Women's Individual Stroke Play Round 1,9:00,18:00
Golf,Riviera,GLF08,"Thursday, July 27",13,Women's Individual Stroke Play Round 2,9:00,18:00
Golf,Riviera,GLF09,"Friday, July 28",14,Women's Individual Stroke Play Round 3,9:00,18:00
Golf,Riviera,GLF10,"Saturday, July 29",15,Women's Individual Stroke Play Round 4,9:00,18:30
Handball,Long Beach,HBL01,"Wednesday, July 12",-2,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL02,"Wednesday, July 12",-2,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL03,"Wednesday, July 12",-2,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL04,"Thursday, July 13",-1,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL05,"Thursday, July 13",-1,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL06,"Thursday, July 13",-1,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL07,"Saturday, July 15",1,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL08,"Saturday, July 15",1,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL09,"Saturday, July 15",1,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL10,"Sunday, July 16",2,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL11,"Sunday, July 16",2,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL12,"Sunday, July 16",2,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL13,"Monday, July 17",3,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL14,"Monday, July 17",3,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL15,"Monday, July 17",3,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL16,"Tuesday, July 18",4,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL17,"Tuesday, July 18",4,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL18,"Tuesday, July 18",4,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL19,"Wednesday, July 19",5,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL20,"Wednesday, July 19",5,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL21,"Wednesday, July 19",5,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL22,"Thursday, July 20",6,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL23,"Thursday, July 20",6,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL24,"Thursday, July 20",6,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL25,"Friday, July 21",7,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL26,"Friday, July 21",7,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL27,"Friday, July 21",7,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL28,"Saturday, July 22",8,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach,HBL29,"Saturday, July 22",8,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach,HBL30,"Saturday, July 22",8,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach,HBL31,"Sunday, July 23",9,Men's Quarterfinal,9:00,11:00
Handball,Long Beach,HBL32,"Sunday, July 23",9,Men's Quarterfinal,12:30,14:30
Handball,Long Beach,HBL33,"Sunday, July 23",9,Men's Quarterfinal,16:00,18:00
Handball,Long Beach,HBL34,"Sunday, July 23",9,Men's Quarterfinal,19:30,21:30
Handball,Long Beach,HBL35,"Monday, July 24",10,Women's Quarterfinal,9:00,11:00
Handball,Long Beach,HBL36,"Monday, July 24",10,Women's Quarterfinal,12:30,14:30
Handball,Long Beach,HBL37,"Monday, July 24",10,Women's Quarterfinal,16:00,18:00
Handball,Long Beach,HBL38,"Monday, July 24",10,Women's Quarterfinal,19:30,21:30
Handball,Long Beach,HBL39,"Tuesday, July 25",11,Men's Semifinal,9:30,11:30
Handball,Long Beach,HBL40,"Tuesday, July 25",11,Men's Semifinal,13:00,15:00
Handball,Long Beach,HBL41,"Wednesday, July 26",12,Women's Semifinal,9:30,11:30
Handball,Long Beach,HBL42,"Wednesday, July 26",12,Women's Semifinal,13:00,15:00
Handball,Long Beach,HBL43,"Thursday, July 27",13,Men's Bronze Medal Match,9:30,11:30
Handball,Long Beach,HBL44,"Thursday, July 27",13,Men's Gold Medal Match,13:00,15:30
Handball,Long Beach,HBL45,"Friday, July 28",14,Women's Bronze Medal Match,9:30,11:30
Handball,Long Beach,HBL46,"Friday, July 28",14,Women's Gold Medal Match,13:00,15:30
Hockey,Carson,HOC01,"Wednesday, July 12",-2,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson,HOC02,"Wednesday, July 12",-2,Men's Pool (2 Matches),17:00,22:00
Hockey,Carson,HOC03,"Thursday, July 13",-1,Women's Pool (2 Matches),9:00,14:00
Hockey,Carson,HOC04,"Thursday, July 13",-1,Women's Pool (2 Matches),17:00,22:00
Hockey,Carson,HOC05,"Saturday, July 15",1,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson,HOC06,"Saturday, July 15",1,Women's Pool (2 Matches),17:30,22:30
Hockey,Carson,HOC07,"Sunday, July 16",2,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson,HOC08,"Sunday, July 16",2,Men's Pool (2 Matches),17:00,22:00
Hockey,Carson,HOC09,"Monday, July 17",3,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson,HOC10,"Monday, July 17",3,Women's Pool (2 Matches),17:00,22:00
Hockey,Carson,HOC11,"Tuesday, July 18",4,Women's Pool (2 Matches),9:00,14:00
Hockey,Carson,HOC12,"Tuesday, July 18",4,Women's Pool (2 Matches),17:30,22:30
Hockey,Carson,HOC13,"Wednesday, July 19",5,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson,HOC14,"Wednesday, July 19",5,Men's Pool (2 Matches),17:00,22:00
Hockey,Carson,HOC15,"Thursday, July 20",6,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson,HOC16,"Thursday, July 20",6,Women's Pool (2 Matches),17:00,22:00
Hockey,Carson,HOC17,"Friday, July 21",7,Women's Pool (2 Matches),9:00,14:00
Hockey,Carson,HOC18,"Friday, July 21",7,Women's Pool (2 Matches),17:00,22:00
Hockey,Carson,HOC19,"Saturday, July 22",8,Men's Play-In (2 Matches),9:00,14:00
Hockey,Carson,HOC20,"Saturday, July 22",8,Men's Play-In (2 Matches),17:00,22:00
Hockey,Carson,HOC21,"Sunday, July 23",9,Women's Play-In (2 Matches),9:00,14:00
Hockey,Carson,HOC22,"Sunday, July 23",9,Women's Play-In (2 Matches),17:00,22:00
Hockey,Carson,HOC23,"Monday, July 24",10,Men's Quarterfinal (2 Matches),9:00,14:00
Hockey,Carson,HOC24,"Monday, July 24",10,Men's Quarterfinal (2 Matches),17:00,22:00
Hockey,Carson,HOC25,"Tuesday, July 25",11,Women's Quarterfinal (2 Matches),9:00,14:00
Hockey,Carson,HOC26,"Tuesday, July 25",11,Women's Quarterfinal (2 Matches),17:00,22:00
Hockey,Carson,HOC27,"Wednesday, July 26",12,Men's Semifinal,9:00,11:00
Hockey,Carson,HOC28,"Wednesday, July 26",12,Men's Semifinal,20:00,22:00
Hockey,Carson,HOC29,"Thursday, July 27",13,Women's Semifinal,9:00,11:00
Hockey,Carson,HOC30,"Thursday, July 27",13,Women's Semifinal,19:30,21:30
Hockey,Carson,HOC31,"Friday, July 28",14,Men's Bronze Medal Match,10:30,12:30
Hockey,Carson,HOC32,"Friday, July 28",14,Men's Gold Medal Match,21:00,23:30
Hockey,Carson,HOC33,"Saturday, July 29",15,Women's Bronze Medal Match,10:30,12:30
Hockey,Carson,HOC34,"Saturday, July 29",15,Women's Gold Medal Match,21:00,23:30
Judo,DTLA,JUD01,"Saturday, July 15",1,Women's -48kg Elimination Rounds Men's -60kg Elimination Rounds,10:00,14:00
Judo,DTLA,JUD02,"Saturday, July 15",1,Women's -48kg Repechage Contests Women's -48kg Semifinal Contests Men's -60kg Repechage Contests Men's -60kg Semifinal Contests Women's -48kg Bronze Contests Women's -48kg Final Men's -60kg Bronze Contests Men's -60kg Final,16:00,19:00
Judo,DTLA,JUD03,"Sunday, July 16",2,Men's -66kg Elimination Rounds Women's -52kg Elimination Rounds,10:00,14:00
Judo,DTLA,JUD04,"Sunday, July 16",2,Men's -66kg Repechage Contests Men's -66kg Semifinal Contests Women's -52kg Repechage Contests Women's -52kg Semifinal Contests Men's -66kg Bronze Contests Men's -66kg Final Women's -52kg Bronze Contests Women's -52kg Final,16:00,19:00
Judo,DTLA,JUD05,"Monday, July 17",3,Women's -57kg Elimination Rounds Men's -73kg Elimination Rounds,10:00,14:00
Judo,DTLA,JUD06,"Monday, July 17",3,Women's -57kg Repechage Contests Women's -57kg Semifinal Contests Men's -73kg Repechage Contests Men's -73kg Semifinal Contests Women's -57kg Bronze Contests Women's -57kg Final Men's -73kg Bronze Contests Men's -73kg Final,16:00,19:00
Judo,DTLA,JUD07,"Tuesday, July 18",4,Men's -81kg Elimination Rounds Women's -63kg Elimination Rounds,10:00,14:00
Judo,DTLA,JUD08,"Tuesday, July 18",4,Men's -81kg Repechage Contests Men's -81kg Semifinal Contests Women's -63kg Repechage Contests Women's -63kg Semifinal Contests Men's -81kg Bronze Contests Men's -81kg Final Women's -63kg Bronze Contests Women's -63kg Final,16:00,19:00
Judo,DTLA,JUD09,"Wednesday, July 19",5,Women's -70kg Elimination Rounds Men's -90kg Elimination Rounds,10:00,14:00
Judo,DTLA,JUD10,"Wednesday, July 19",5,Women's -70kg Repechage Contests Women's -70kg Semifinal Contests Men's -90kg Repechage Contests Men's -90kg Semifinal Contests Women's -70kg Bronze Contests Women's -70kg Final Men's -90kg Bronze Contests Men's -90kg Final,16:00,19:00
Judo,DTLA,JUD11,"Thursday, July 20",6,Men's -100kg Elimination Rounds Women's -78kg Elimination Rounds,10:00,14:00
Judo,DTLA,JUD12,"Thursday, July 20",6,Men's -100kg Repechage Contests Men's -100kg Semifinal Contests Women's -78kg Repechage Contests Women's -78kg Semifinal Contests Men's -100kg Bronze Contests Men's -100kg Final Women's -78kg Bronze Contests Women's -78kg Final,16:00,19:00
Judo,DTLA,JUD13,"Friday, July 21",7,Women's +78kg Elimination Rounds Men's +100kg Elimination Rounds,10:00,14:00
Judo,DTLA,JUD14,"Friday, July 21",7,Women's +78kg Repechage Contests Women's +78kg Semifinal Contests Men's +100kg Repechage Contests Men's +100kg Semifinal Contests Women's +78kg Bronze Contests Women's +78kg Final Men's +100kg Bronze Contests Men's +100kg Final,16:00,19:00
Judo,DTLA,JUD15,"Saturday, July 22",8,Mixed Team Elimination Round Mixed Team Repechage Contests Mixed Team Semifinal Contests,8:00,14:00
Judo,DTLA,JUD16,"Saturday, July 22",8,Mixed Team Bronze Contests Mixed Team Final,16:00,19:00
Lacrosse,Exposition Park,LAC01,"Monday, July 24",10,Men's Qualifying Round (3 Games),11:30,15:00
Lacrosse,Exposition Park,LAC02,"Monday, July 24",10,Women's Qualifying Round (3 Games),18:30,22:00
Lacrosse,Exposition Park,LAC03,"Tuesday, July 25",11,Men's Qualifying Round (3 Games),11:30,15:00
Lacrosse,Exposition Park,LAC04,"Tuesday, July 25",11,Women's Qualifying Round (3 Games),18:30,22:00
Lacrosse,Exposition Park,LAC05,"Wednesday, July 26",12,Men's Qualifying Round (3 Games),11:30,15:00
Lacrosse,Exposition Park,LAC06,"Wednesday, July 26",12,Women's Qualifying Round (3 Games),18:30,22:00
Lacrosse,Exposition Park,LAC07,"Thursday, July 27",13,Men's Qualifying Round (3 Games),11:30,15:00
Lacrosse,Exposition Park,LAC08,"Thursday, July 27",13,Women's Qualifying Round (3 Games),18:30,22:00
Lacrosse,Exposition Park,LAC09,"Friday, July 28",14,Men's Qualifying Round (3 Games),11:30,15:00
Lacrosse,Exposition Park,LAC10,"Friday, July 28",14,Women's Qualifying Round (3 Games),18:30,22:00
Lacrosse,Exposition Park,LAC11,"Saturday, July 29",15,Men's Bronze Medal Game Men's Gold Medal Game,13:30,16:15
Lacrosse,Exposition Park,LAC12,"Saturday, July 29",15,Women's Bronze Medal Game Women's Gold Medal Game,20:30,23:15
Modern Pentathlon,Valley,MPN01,"Saturday, July 15",1,Women's Individual Semifinal,9:00,13:30
Modern Pentathlon,Valley,MPN02,"Sunday, July 16",2,Men's Individual Semifinal,9:00,13:30
Modern Pentathlon,Valley,MPN03,"Monday, July 17",3,Women's Individual Final,9:00,11:00
Modern Pentathlon,Valley,MPN04,"Tuesday, July 18",4,Men's Individual Final,9:00,11:00
Mountain Bike,City of Industry,MTB01,"Monday, July 17",3,Men's Cross-Country,11:00,13:30
Mountain Bike,City of Industry,MTB02,"Tuesday, July 18",4,Women's Cross-Country,11:00,13:30
Open Water Swimming,Long Beach,OWS01,"Monday, July 17",3,Women's 10km,13:30,16:30
Open Water Swimming,Long Beach,OWS02,"Tuesday, July 18",4,Men's 10km,13:30,16:30
Rhythmic Gymnastics,Exposition Park,GRY01,"Thursday, July 27",13,Individual All-Around Qualification - 1 of 2,12:30,15:45
Rhythmic Gymnastics,Exposition Park,GRY02,"Thursday, July 27",13,Individual All-Around Qualification - 2 of 2,17:30,20:45
Rhythmic Gymnastics,Exposition Park,GRY03,"Friday, July 28",14,Group All-Around Qualification,13:00,15:45
Rhythmic Gymnastics,Exposition Park,GRY04,"Friday, July 28",14,Individual All-Around Final,18:00,20:45
Rhythmic Gymnastics,Exposition Park,GRY05,"Saturday, July 29",15,Group All-Around Final,13:00,14:45
Rowing,Long Beach,ROW01,"Saturday, July 15",1,Women's Single Sculls Heats Men's Double Sculls Heats Men's Pair Heats,12:00,13:50
Rowing,Long Beach,ROW02,"Sunday, July 16",2,Men's Single Sculls Heats Women's Double Sculls Heats Women's Pair Heats Men's Double Sculls Semifinal Men's Pair Semifinal,12:00,14:30
Rowing,Long Beach,ROW03,"Monday, July 17",3,Women's Single Sculls Quarterfinal Women's Double Sculls Semifinal Women's Pair Semifinal Men's Double Sculls Final C Men's Pair Final C Men's Double Sculls Final B Men's Pair Final B Men's Double Sculls Final A Men's Pair Final A,12:30,15:10
Rowing,Long Beach,ROW04,"Tuesday, July 18",4,Men's Quadruple Sculls Heats Men's Four Heats Men's Single Sculls Quarterfinal Women's Double Sculls Final C Women's Pair Final C Women's Double Sculls Final B Women's Pair Final B Women's Double Sculls Final A Women's Pair Final A,13:30,16:00
Rowing,Long Beach,ROW05,"Wednesday, July 19",5,Women's Quadruple Sculls Heats Women's Four Heats Women's Single Sculls Semifinal Women's Single Sculls Final E Women's Single Sculls Final F Men's Quadruple Sculls Final B Men's Four Final B Men's Quadruple Sculls Final A Men's Four Final A,8:00,10:10
Rowing,Long Beach,ROW06,"Thursday, July 20",6,Men's Eight Heats Men's Single Sculls Semifinal Men's Single Sculls Final E Men's Single Sculls Final F Women's Quadruple Sculls Final B Women's Four Final B Women's Quadruple Sculls Final A Women's Four Final A,9:00,11:00
Rowing,Long Beach,ROW07,"Friday, July 21",7,Women's Eight Heats Women's Single Sculls Final D Women's Single Sculls Final C Women's Single Sculls Final B Men's Eight Final B Women's Single Sculls Final A Men's Eight Final A,10:00,11:30
Rowing,Long Beach,ROW08,"Saturday, July 22",8,Men's Single Sculls Final D Men's Single Sculls Final C Men's Single Sculls Final B Women's Eight Final B Men's Single Sculls Final A Women's Eight Final A,10:30,11:50
Rowing Coastal Beach Sprints,Long Beach,RCB01,"Monday, July 24",10,Women's Solo Time Trial 1 Men's Solo Time Trial 1 Women's Solo Time Trial 2 Men's Solo Time Trial 2 Women's Solo Last 16 Men's Solo Last 16,8:30,12:15
Rowing Coastal Beach Sprints,Long Beach,RCB02,"Monday, July 24",10,Women's Solo Final 8 Men's Solo Final 8,14:30,16:50
Rowing Coastal Beach Sprints,Long Beach,RCB03,"Tuesday, July 25",11,Mixed Double Sculls Time Trial 1 Mixed Double Sculls Time Trial 2 Mixed Double Sculls Last 16,10:00,11:50
Rowing Coastal Beach Sprints,Long Beach,RCB04,"Tuesday, July 25",11,Mixed Double Sculls Final 8,14:00,15:20
Rugby Sevens,Carson,RU701,"Wednesday, July 12",-2,Women's Pool Play (6 Matches),10:00,13:00
Rugby Sevens,Carson,RU702,"Wednesday, July 12",-2,Women's Pool Play (6 Matches),16:00,19:00
Rugby Sevens,Carson,RU703,"Thursday, July 13",-1,Women's Pool Play (6 Matches),10:00,13:00
Rugby Sevens,Carson,RU704,"Thursday, July 13",-1,Women's Classification 9-12 (2 Matches) Women's Quarterfinal (4 Matches),16:00,19:00
Rugby Sevens,Carson,RU705,"Saturday, July 15",1,Women's Classification 5-8 Women's Placing 11-12 Women's Placing 9-10 Women's Semifinal (2 Matches),13:00,16:00
Rugby Sevens,Carson,RU706,"Saturday, July 15",1,Women's Placing 7-8 Women's Placing 5-6 Women's Bronze Medal Match Women's Gold Medal Match,19:00,21:30
Rugby Sevens,Carson,RU707,"Sunday, July 16",2,Men's Pool Play (6 Matches),10:00,13:00
Rugby Sevens,Carson,RU708,"Sunday, July 16",2,Men's Pool Play (6 Matches),16:00,19:00
Rugby Sevens,Carson,RU709,"Monday, July 17",3,Men's Pool Play (6 Matches),10:00,13:00
Rugby Sevens,Carson,RU710,"Monday, July 17",3,Men's Classification 9-12 (2 Matches) Men's Quarterfinal (4 Matches),16:00,19:00
Rugby Sevens,Carson,RU711,"Tuesday, July 18",4,Men's Classification 5-8 Men's Placing 11-12 Men's Placing 9-10 Men's Semifinal (2 Matches),13:00,16:00
Rugby Sevens,Carson,RU712,"Tuesday, July 18",4,Men's Placing 7-8 Men's Placing 5-6 Men's Bronze Medal Match Men's Gold Medal Match,19:00,21:30
Sailing (Windsurfing & Kite),Long Beach,SAL01,"Sunday, July 16",2,Men's Kite Qualification Series - Day 1 Women's Kite Qualification Series - Day 1,14:00,20:00
Sailing (Windsurfing & Kite),Long Beach,SAL02,"Monday, July 17",3,Men's Windsurfing Qualification Series - Day 1 Women's Windsurfing Qualification Series - Day 1 Men's Kite Qualification Series - Day 2 Women's Kite Qualification Series - Day 2,14:00,20:00
Sailing (Windsurfing & Kite),Long Beach,SAL03,"Tuesday, July 18",4,Men's Windsurfing Qualification Series - Day 2 Women's Windsurfing Qualification Series - Day 2 Men's Kite Qualification Series - Day 3 Women's Kite Qualification Series - Day 3,14:00,20:00
Sailing (Windsurfing & Kite),Long Beach,SAL04,"Wednesday, July 19",5,Men's Windsurfing Qualification Series - Day 3 Women's Windsurfing Qualification Series - Day 3 Men's Kite Finals Women's Kite Finals,14:00,20:00
Sailing (Windsurfing & Kite),Long Beach,SAL05,"Thursday, July 20",6,Men's Windsurfing Finals Women's Windsurfing Finals,14:00,17:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,SAL06,"Sunday, July 23",9,Men's Dinghy Qualification Series - Day 1 Women's Dinghy Qualification Series - Day 1,14:00,20:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,SAL07,"Monday, July 24",10,Men's Dinghy Qualification Series - Day 2 Women's Dinghy Qualification Series - Day 2 Mixed Dinghy Qualification Series - Day 1 Mixed Multihull Qualification Series - Day 1,14:00,20:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,SAL08,"Tuesday, July 25",11,Men's Dinghy Qualification Series - Day 3 Women's Dinghy Qualification Series - Day 3 Men's Skiff Qualification Series - Day 1 Women's Skiff Qualification Series - Day 1 Mixed Dinghy Qualification Series - Day 2 Mixed Multihull Qualification Series - Day 2,14:00,20:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,SAL09,"Wednesday, July 26",12,Men's Dinghy Finals Women's Dinghy Finals Men's Skiff Qualification Series - Day 2 Women's Skiff Qualification Series - Day 2 Mixed Dinghy Qualification Series - Day 3 Mixed Multihull Qualification Series - Day 3,14:00,20:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,SAL10,"Thursday, July 27",13,Men's Skiff Qualification Series - Day 3 Women's Skiff Qualification Series - Day 3 Mixed Dinghy Finals Mixed Multihull Finals,14:00,20:00
"Sailing (Dinghy, Skiff & Multihull)",Port of Los Angeles,SAL11,"Friday, July 28",14,Men's Skiff Finals Women's Skiff Finals,14:00,17:00
Shooting (Rifle & Pistol),Long Beach,SHO01,"Saturday, July 15",1,Women's 10m Air Rifle Qualification Men's 10m Air Rifle Qualification Women's 10m Air Rifle Final Men's 10m Air Rifle Final,13:45,21:00
Shooting (Rifle & Pistol),Long Beach,SHO02,"Sunday, July 16",2,Men's 10m Air Pistol Qualification Women's 10m Air Pistol Qualification Men's 10m Air Pistol Final Women's 10m Air Pistol Final,13:45,21:00
Shooting (Rifle & Pistol),Long Beach,SHO04,"Monday, July 17",3,Mixed Team 10m Air Rifle Qualification Mixed Team 10m Air Pistol Qualification Mixed Team 10m Air Rifle Final Mixed Team 10m Air Pistol Final,15:00,21:00
Shooting (Rifle & Pistol),Long Beach,SHO06,"Wednesday, July 19",5,Men's 50m Rifle 3 Positions Qualification Men's 50m Rifle 3 Positions Final,9:30,14:00
Shooting (Rifle & Pistol),Long Beach,SHO07,"Thursday, July 20",6,Women's 50m Rifle 3 Positions Qualification Women's 50m Rifle 3 Positions Final,9:30,14:00
Shooting (Rifle & Pistol),Long Beach,SHO09,"Saturday, July 22",8,Men's 25m Rapid Fire Pistol Stage 1 Women's 25m Pistol Qualification Precision Stage,9:30,17:30
Shooting (Rifle & Pistol),Long Beach,SHO11,"Sunday, July 23",9,Men's 25m Rapid Fire Pistol Stage 2 Women's 25m Pistol Qualification Rapid Fire Stage Men's 25m Rapid Fire Pistol Final Women's 25m Pistol Final,9:30,21:00
Shooting (Shotgun),Whittier Narrows,SHO03,"Monday, July 17",3,Men's Skeet Qualification - Day 1 Women's Skeet Qualification - Day 1,9:30,14:30
Shooting (Shotgun),Whittier Narrows,SHO05,"Tuesday, July 18",4,Women's Skeet Qualification - Day 2 Men's Skeet Qualification - Day 2 Women's Skeet Final Men's Skeet Final,9:30,17:15
Shooting (Shotgun),Whittier Narrows,SHO08,"Friday, July 21",7,Women's Trap Qualification - Day 1 Men's Trap Qualification - Day 1,9:30,14:30
Shooting (Shotgun),Whittier Narrows,SHO10,"Saturday, July 22",8,Women's Trap Qualification - Day 2 Men's Trap Qualification - Day 2 Women's Trap Final Men's Trap Final,9:30,17:15
Shooting (Shotgun),Whittier Narrows,SHO12,"Monday, July 24",10,Mixed Team Trap Qualification Mixed Team Trap Final,9:30,16:45
Skateboarding (Street),Valley,SKB01,"Tuesday, July 18",4,Women's Street Preliminary,17:00,20:10
Skateboarding (Street),Valley,SKB02,"Wednesday, July 19",5,Men's Street Preliminary,10:30,13:40
Skateboarding (Street),Valley,SKB03,"Wednesday, July 19",5,Women's Street Final,20:30,22:00
Skateboarding (Street),Valley,SKB04,"Thursday, July 20",6,Men's Street Final,20:30,22:00
Skateboarding (Park),Valley,SKB05,"Tuesday, July 25",11,Men's Park Preliminary,10:30,13:30
Skateboarding (Park),Valley,SKB06,"Tuesday, July 25",11,Women's Park Preliminary,20:00,23:00
Skateboarding (Park),Valley,SKB07,"Wednesday, July 26",12,Men's Park Final,20:00,21:15
Skateboarding (Park),Valley,SKB08,"Thursday, July 27",13,Women's Park Final,20:00,21:15
